Image Number,Gate,Start/Restar the game,The joy of the players,yellow card,Red Card,Ball,Stadium View,referee Image,Penalty Image,Free Kick,Generic Moment
68268,0,0,0,0,0,0,1,0,0,0,0
68269,0,0,0,0,0,0,1,0,0,0,0
68271,1,0,0,0,0,0,1,0,0,0,0
68272,0,0,0,0,0,1,0,0,0,1,0
68273,0,0,0,0,0,1,0,0,0,1,0
68278,1,0,0,0,0,0,1,0,0,0,0
68325,1,0,0,0,0,1,1,0,0,0,0
68336,0,0,0,0,0,1,1,0,0,0,0
68348,0,0,0,0,0,0,1,0,0,0,0
68368,1,0,0,0,0,1,1,0,0,0,0
68374,1,0,0,0,0,1,0,0,0,1,0
68375,1,0,0,0,0,1,0,0,0,1,0
68395,1,0,0,0,0,1,1,0,0,0,0
68396,1,0,0,0,0,1,1,0,0,0,0
68397,1,0,0,0,0,1,1,0,0,0,0
68398,1,0,0,0,0,1,1,0,0,0,0
68399,1,0,0,0,0,1,1,0,0,0,0
68400,0,0,0,0,0,0,1,0,0,0,0
68445,0,0,0,0,0,1,1,0,0,0,0
68464,0,0,0,0,0,1,0,1,0,1,0
68471,0,0,0,0,0,1,0,0,0,1,0
68472,0,0,0,0,0,1,1,0,0,0,0
68506,1,0,0,0,0,1,1,0,0,0,0
68517,0,0,0,0,0,0,1,0,0,0,0
68522,1,0,0,0,0,0,1,0,0,0,0
68523,1,0,0,0,0,0,1,0,0,0,0
68524,0,0,0,0,0,0,1,0,0,0,0
68595,1,0,0,0,0,1,1,0,0,0,0
68615,1,0,0,0,0,0,0,1,0,1,0
68639,1,0,0,0,0,0,1,0,0,0,0
68640,1,0,0,0,0,0,1,0,0,0,0
68644,1,0,0,0,0,0,1,0,0,0,0
68645,1,0,0,0,0,0,1,0,0,0,0
68665,0,0,0,0,0,0,1,0,0,0,0
68666,0,0,0,0,0,0,1,0,0,0,0
68670,1,0,0,0,0,1,1,0,0,0,0
68671,1,0,0,0,0,0,1,0,0,0,0
68679,1,0,0,0,0,0,1,0,0,0,0
68683,0,0,0,0,0,1,1,0,0,0,0
68757,1,0,0,0,0,1,1,0,0,0,0
68761,1,0,0,0,0,1,1,0,0,0,0
68763,0,0,0,0,0,0,1,0,0,0,0
68764,0,0,0,0,0,1,1,0,0,0,0
68765,0,0,0,0,0,1,1,0,0,0,0
68766,0,0,0,0,0,1,1,0,0,0,0
68792,0,0,1,0,0,0,0,0,0,0,0
68823,1,0,0,0,0,0,1,0,0,0,0
68839,1,0,0,0,0,0,1,0,0,0,0
68842,1,0,0,0,0,0,1,0,0,0,0
68843,1,0,0,0,0,0,1,0,0,0,0
68847,1,0,0,0,0,1,1,0,0,0,0
68849,1,0,0,0,0,1,1,0,0,0,0
68850,1,0,0,0,0,0,1,0,0,0,0
68853,1,0,0,0,0,0,1,0,0,0,0
68854,1,0,0,0,0,0,1,0,0,0,0
68921,0,0,1,0,0,0,0,0,0,0,0
68932,0,0,1,0,0,0,0,0,0,0,0
68934,0,0,1,0,0,0,0,0,0,0,0
68963,0,0,0,0,0,0,1,0,0,0,0
68964,0,0,0,0,0,0,1,0,0,0,0
68965,0,0,0,0,0,0,1,0,0,0,0
68966,0,0,0,0,0,0,1,0,0,0,0
68967,0,0,0,0,0,0,1,0,0,0,0
68969,0,0,0,0,0,0,1,1,0,0,0
68971,0,0,0,0,0,0,1,1,0,0,0
68974,0,0,0,0,0,0,1,1,0,0,0
68996,0,0,0,0,0,0,1,0,0,0,0
69031,0,0,0,0,0,0,1,0,0,0,0
69037,0,0,0,1,0,0,0,1,0,0,0
69044,1,0,0,0,0,0,1,0,0,0,0
69045,1,0,0,0,0,0,1,0,0,0,0
69046,1,0,0,0,0,0,1,0,0,0,0
69047,1,0,0,0,0,1,1,0,0,0,0
69048,0,0,0,1,0,0,0,1,0,0,0
69049,1,0,0,0,0,0,1,0,0,0,0
69059,0,0,0,1,0,0,0,1,0,0,0
69069,0,1,0,0,0,0,0,0,0,0,0
69071,0,1,0,0,0,0,0,0,0,0,0
69078,0,1,0,0,0,0,0,0,0,0,0
69079,0,1,0,0,0,0,0,0,0,0,0
69080,0,1,0,0,0,1,0,0,0,0,0
69082,0,1,0,0,0,0,0,0,0,0,0
69083,0,1,0,0,0,0,0,0,0,0,0
69084,0,1,0,0,0,0,0,0,0,0,0
69085,0,1,0,0,0,0,0,0,0,0,0
69086,0,1,0,0,0,1,0,0,0,0,0
69148,0,0,0,1,0,0,0,0,0,0,0
69159,0,0,0,1,0,0,0,0,0,0,0
69170,1,0,0,0,0,1,0,0,1,0,0
69181,1,0,0,0,0,0,0,1,1,0,0
69192,1,0,0,0,0,1,0,1,1,0,0
69248,1,0,0,0,0,1,0,1,1,0,0
69258,1,0,0,0,0,1,0,0,0,1,0
69259,1,0,0,0,0,1,0,1,1,0,0
69260,1,0,0,0,0,1,0,1,0,1,0
69261,1,0,0,0,0,1,0,0,0,1,0
69262,1,0,0,0,0,1,0,0,0,1,0
69268,1,0,0,0,0,1,0,1,0,1,0
69270,1,0,0,0,0,1,0,1,1,0,0
69275,1,0,0,0,0,1,0,1,0,1,0
69363,0,0,0,0,0,1,0,0,0,1,0
69364,0,0,0,0,0,1,0,0,0,1,0
69365,0,0,0,0,0,1,0,0,0,1,0
69366,0,0,0,0,0,1,0,0,0,1,0
69367,0,0,0,0,0,1,0,0,0,1,0
69457,1,0,0,0,0,1,1,0,0,0,0
69460,1,0,0,0,0,1,1,0,0,0,0
69462,0,0,0,0,0,1,0,1,0,1,0
69698,0,0,0,0,0,1,0,1,0,1,0
69699,0,0,0,0,0,1,0,1,0,1,0
69700,0,0,0,0,0,1,0,1,0,1,0
69701,0,0,0,0,0,1,0,1,0,1,0
69791,0,0,0,0,0,0,1,0,0,0,0
69875,0,0,0,1,0,0,0,1,0,0,0
69953,0,0,0,0,0,0,1,0,0,0,0
70242,0,0,1,0,0,0,0,0,0,0,0
70243,0,0,1,0,0,0,0,0,0,0,0
70244,0,0,1,0,0,0,0,0,0,0,0
70246,0,0,1,0,0,0,0,0,0,0,0
70247,0,0,1,0,0,0,0,0,0,0,0
70248,0,0,1,0,0,0,0,0,0,0,0
70250,0,0,1,0,0,0,0,0,0,0,0
70271,0,0,0,0,0,1,1,0,0,0,0
70276,0,0,1,0,0,0,0,0,0,0,0
70293,0,0,0,0,0,1,1,0,0,0,0
70320,1,0,0,0,0,1,0,1,0,1,0
70520,0,0,0,0,0,1,1,0,0,0,0
70521,0,0,0,0,0,1,1,0,0,0,0
70532,0,0,0,1,0,0,0,1,0,0,0
70533,0,0,0,0,1,0,0,1,0,0,0
70552,1,0,0,0,0,0,1,0,0,0,0
70573,1,0,0,0,0,1,0,1,0,1,0
70574,1,0,0,0,0,1,0,1,0,1,0
70575,1,0,0,0,0,1,0,1,0,1,0
70576,1,0,0,0,0,1,0,1,0,1,0
70577,1,0,0,0,0,1,0,1,0,1,0
70578,1,0,0,0,0,1,0,1,0,1,0
70663,0,0,0,0,0,0,1,0,0,0,0
70664,0,0,0,0,0,0,1,0,0,0,0
70665,0,0,0,0,0,0,1,0,0,0,0
70666,0,0,0,0,0,0,1,0,0,0,0
70667,0,0,0,0,0,0,1,0,0,0,0
70668,0,0,0,0,0,0,1,0,0,0,0
70669,0,0,0,0,0,0,1,0,0,0,0
70671,0,0,0,0,0,0,1,0,0,0,0
70672,0,0,0,0,0,0,1,0,0,0,0
70673,0,0,0,0,0,0,1,0,0,0,0
70674,0,0,0,0,0,0,1,0,0,0,0
70675,0,0,0,0,0,0,1,0,0,0,0
70676,0,0,0,0,0,0,1,0,0,0,0
70677,0,0,0,0,0,0,1,0,0,0,0
70678,0,0,0,0,0,0,1,0,0,0,0
70698,0,0,0,1,0,0,0,1,0,0,0
70699,0,0,0,0,1,0,0,1,0,0,0
70700,0,0,0,0,1,0,0,1,0,0,0
70734,0,0,1,0,0,0,0,0,0,0,0
70735,0,0,1,0,0,0,0,0,0,0,0
70736,0,0,1,0,0,0,0,0,0,0,0
70738,0,0,1,0,0,0,0,0,0,0,0
70739,0,0,1,0,0,0,0,0,0,0,0
70800,0,0,0,0,0,0,1,0,0,0,0
70801,0,0,0,0,0,0,1,0,0,0,0
70802,0,0,0,0,0,0,1,0,0,0,0
70803,0,0,0,0,0,0,1,0,0,0,0
70809,0,0,0,0,0,0,1,0,0,0,0
70810,0,0,0,0,0,0,1,0,0,0,0
70813,0,1,0,0,0,1,0,1,0,0,0
70814,0,1,0,0,0,1,0,1,0,0,0
70816,0,1,0,0,0,1,0,0,0,0,0
70817,0,1,0,0,0,1,0,0,0,0,0
70818,0,1,0,0,0,1,0,1,0,0,0
70819,0,1,0,0,0,0,0,0,0,0,0
70820,0,1,0,0,0,0,0,0,0,0,0
70821,0,1,0,0,0,1,0,1,0,0,0
70822,0,1,0,0,0,1,0,1,0,0,0
70823,0,1,0,0,0,1,0,1,0,0,0
70824,0,1,0,0,0,0,0,1,0,0,0
70826,0,0,0,0,0,0,1,0,0,0,0
70837,1,0,0,0,0,1,1,0,0,0,0
70949,0,0,0,0,0,0,1,0,0,0,0
71043,0,0,0,0,0,0,1,0,0,0,0
71220,1,0,0,0,0,0,0,0,0,1,0
71221,1,0,0,0,0,0,0,0,0,1,0
71222,1,0,0,0,0,0,0,0,0,1,0
71228,1,0,0,0,0,1,0,0,0,1,0
71229,1,0,0,0,0,1,0,0,0,1,0
71236,1,0,0,0,0,0,0,0,0,1,0
71239,1,0,0,0,0,0,0,1,0,1,0
71240,1,0,0,0,0,1,0,0,0,1,0
71241,1,0,0,0,0,1,0,0,0,1,0
71242,1,0,0,0,0,1,0,0,0,1,0
71255,1,0,0,0,0,0,0,1,0,1,0
71256,1,0,0,0,0,0,0,1,0,1,0
71257,1,0,0,0,0,0,0,0,0,1,0
71261,1,0,0,0,0,0,0,1,0,1,0
71262,1,0,0,0,0,0,0,1,0,1,0
71315,0,0,0,0,0,1,1,1,0,0,0
71349,1,0,0,0,0,0,1,0,0,0,0
71414,1,0,0,0,0,1,0,1,0,1,0
71416,1,0,0,0,0,1,0,1,0,1,0
71418,1,0,0,0,0,1,0,1,0,1,0
71419,1,0,0,0,0,1,0,1,0,1,0
71442,1,0,0,0,0,1,1,0,0,0,0
71443,1,0,0,0,0,1,1,0,0,0,0
71821,0,0,0,0,0,1,1,0,0,0,0
71893,0,0,0,1,0,0,0,1,0,0,0
71894,0,0,0,1,0,0,0,1,0,0,0
71895,0,0,0,1,0,0,0,1,0,0,0
71904,1,0,0,0,0,0,0,1,0,1,0
71915,1,0,0,0,0,0,0,1,0,1,0
71917,0,0,0,0,0,1,0,1,0,1,0
71918,0,0,0,0,0,1,0,1,0,1,0
71919,0,0,0,0,0,1,0,1,0,1,0
71920,0,0,0,0,0,1,0,1,0,1,0
71921,0,0,0,0,0,1,0,1,0,1,0
71922,0,0,0,0,0,1,0,0,0,1,0
71926,1,0,0,0,0,0,0,1,0,1,0
71937,1,0,0,0,0,0,0,0,0,1,0
72141,1,0,0,0,0,1,1,0,0,0,0
72143,0,0,0,0,0,1,1,0,0,0,0
72144,0,0,0,0,0,0,1,1,0,0,0
72218,0,0,0,0,0,1,1,0,0,0,0
72249,0,0,0,0,0,1,1,0,0,0,0
72252,0,0,0,1,0,0,0,1,0,0,0
72253,0,0,0,0,1,0,0,1,0,0,0
72260,0,0,0,0,0,0,1,0,0,0,0
72309,1,0,0,0,0,1,1,0,0,0,0
72310,0,0,0,0,0,0,1,0,0,0,0
72411,0,0,0,0,0,1,1,0,0,0,0
72428,0,0,0,0,0,1,0,0,0,1,0
72429,1,0,0,0,0,0,0,0,0,1,0
72431,1,0,0,0,0,0,0,0,0,1,0
72489,0,0,1,0,0,0,0,0,0,0,0
72491,0,0,1,0,0,0,0,0,0,0,0
72525,0,0,0,0,0,0,1,0,0,0,0
72527,0,0,0,0,0,0,1,0,0,0,0
72535,0,0,0,0,0,0,1,0,0,0,0
72536,0,0,0,0,0,0,1,0,0,0,0
72538,0,0,0,0,0,0,1,0,0,0,0
72539,0,0,0,0,0,0,1,0,0,0,0
72546,0,0,0,0,0,0,1,0,0,0,0
72547,0,0,0,0,0,0,1,0,0,0,0
72549,0,0,0,0,0,0,1,0,0,0,0
72550,0,0,0,0,0,0,1,0,0,0,0
72553,0,0,0,0,0,0,1,0,0,0,0
72554,0,0,0,0,0,0,1,0,0,0,0
72589,0,0,0,0,0,0,1,0,0,0,0
72590,0,0,0,0,0,0,1,0,0,0,0
72591,0,0,0,0,0,0,1,0,0,0,0
72592,0,0,0,0,0,0,1,0,0,0,0
72594,0,0,0,0,0,0,1,0,0,0,0
72598,0,0,0,0,0,0,1,0,0,0,0
72599,0,0,0,0,0,0,1,0,0,0,0
72602,0,0,0,0,0,0,1,0,0,0,0
72603,0,0,0,0,0,0,1,0,0,0,0
72605,0,0,0,0,0,0,1,0,0,0,0
72606,0,0,0,0,0,0,1,0,0,0,0
72607,0,0,0,0,0,0,1,0,0,0,0
72608,0,0,0,0,0,0,1,0,0,0,0
72609,0,0,0,0,0,0,1,0,0,0,0
72610,0,0,0,0,0,0,1,0,0,0,0
72611,0,0,0,0,0,0,1,0,0,0,0
72612,0,0,0,0,0,0,1,0,0,0,0
72613,0,0,0,0,0,0,1,0,0,0,0
72616,0,0,0,0,0,0,1,0,0,0,0
72617,0,0,0,0,0,0,1,0,0,0,0
72618,0,0,0,0,0,0,1,0,0,0,0
72619,0,0,0,0,0,0,1,0,0,0,0
72631,0,0,0,0,0,0,1,0,0,0,0
72632,0,0,0,0,0,0,1,0,0,0,0
72635,0,0,0,0,0,0,1,0,0,0,0
72636,0,0,0,0,0,0,1,0,0,0,0
72638,0,0,0,0,0,0,1,0,0,0,0
72639,0,0,0,0,0,0,1,0,0,0,0
72640,0,0,0,0,0,0,1,0,0,0,0
72651,0,0,0,0,0,0,1,0,0,0,0
72652,0,0,0,0,0,0,1,0,0,0,0
72653,0,0,0,0,0,0,1,0,0,0,0
72654,0,0,0,0,0,0,1,0,0,0,0
72655,0,0,0,0,0,0,1,0,0,0,0
72656,0,0,0,0,0,0,1,0,0,0,0
72657,0,0,0,0,0,0,1,0,0,0,0
72707,0,0,0,0,0,0,1,0,0,0,0
72730,0,0,0,0,0,0,1,0,0,0,0
72731,0,0,0,0,0,0,1,0,0,0,0
72732,0,0,0,0,0,0,1,0,0,0,0
72733,0,0,0,0,0,0,1,0,0,0,0
72734,0,0,0,0,0,0,1,0,0,0,0
72735,0,0,0,0,0,0,1,0,0,0,0
72736,0,0,0,0,0,0,1,0,0,0,0
72738,0,0,0,0,0,0,1,0,0,0,0
72739,0,0,0,0,0,0,1,0,0,0,0
72740,0,0,0,0,0,0,1,0,0,0,0
72743,0,1,0,0,0,0,0,0,0,0,0
72744,0,1,0,0,0,1,0,0,0,0,0
72745,0,1,0,0,0,1,0,0,0,0,0
72755,0,1,0,0,0,0,0,0,0,0,0
72756,0,1,0,0,0,0,0,0,0,0,0
72757,0,1,0,0,0,0,0,0,0,0,0
72758,0,1,0,0,0,0,0,0,0,0,0
72760,0,1,0,0,0,0,0,0,0,0,0
72847,1,0,0,0,0,1,1,0,0,0,0
72849,1,0,0,0,0,1,1,0,0,0,0
72850,1,0,0,0,0,1,1,0,0,0,0
72851,1,0,0,0,0,1,1,0,0,0,0
72852,1,0,0,0,0,1,1,0,0,0,0
72853,0,0,0,0,0,1,1,0,0,0,0
72866,1,0,0,0,0,0,1,0,0,0,0
72867,1,0,0,0,0,0,1,0,0,0,0
72868,1,0,0,0,0,0,1,0,0,0,0
72871,1,0,0,0,0,0,1,0,0,0,0
72872,1,0,0,0,0,0,1,0,0,0,0
72873,1,0,0,0,0,0,1,0,0,0,0
72876,1,0,0,0,0,0,0,1,0,1,0
72877,1,0,0,0,0,1,0,1,0,1,0
72878,1,0,0,0,0,0,0,1,0,1,0
72903,1,0,0,0,0,1,1,1,0,0,0
72928,0,0,0,0,0,1,1,0,0,0,0
72933,1,0,0,0,0,0,1,0,0,0,0
72934,1,0,0,0,0,0,1,0,0,0,0
72935,1,0,0,0,0,0,1,0,0,0,0
72959,1,0,0,0,0,1,1,0,0,0,0
73008,1,0,0,0,0,0,0,1,0,1,0
73096,1,0,0,0,0,0,1,0,0,0,0
73097,1,0,0,0,0,0,1,0,0,0,0
73098,1,0,0,0,0,0,0,0,0,1,0
73107,0,0,0,0,0,1,0,0,0,1,0
73108,1,0,0,0,0,1,0,0,0,1,0
73132,0,0,0,0,0,1,1,0,0,0,0
73133,0,0,0,0,0,0,1,0,0,0,0
73325,0,0,0,1,0,0,0,1,0,0,0
73327,0,0,0,1,0,0,0,1,0,0,0
73330,0,0,0,1,0,0,0,1,0,0,0
73332,0,0,0,1,0,0,0,1,0,0,0
73346,0,0,0,1,0,0,0,0,0,0,0
73347,0,0,0,1,0,0,0,0,0,0,0
73357,1,0,0,0,0,0,1,0,0,0,0
73358,1,0,0,0,0,0,1,0,0,0,0
73369,0,0,0,0,0,1,0,0,0,1,0
73370,1,0,0,0,0,1,0,1,0,1,0
73377,1,0,0,0,0,0,0,0,0,1,0
73378,1,0,0,0,0,0,0,0,0,1,0
73379,1,0,0,0,0,0,0,0,0,1,0
73380,1,0,0,0,0,0,1,0,0,0,0
73381,1,0,0,0,0,0,1,0,0,0,0
73417,1,0,0,0,0,0,1,0,0,0,0
73418,1,0,0,0,0,0,1,0,0,0,0
73427,0,0,0,0,0,0,1,0,0,0,0
73506,1,0,0,0,0,0,1,0,0,0,0
73507,1,0,0,0,0,1,1,0,0,0,0
73508,1,0,0,0,0,1,1,0,0,0,0
73511,1,0,0,0,0,1,0,1,0,1,0
73512,1,0,0,0,0,1,0,1,0,1,0
73513,1,0,0,0,0,0,0,1,0,1,0
73520,0,0,0,0,0,0,1,0,0,0,0
73534,1,0,0,0,0,0,1,0,0,0,0
73579,1,0,0,0,0,0,1,0,0,0,0
73580,1,0,0,0,0,0,1,0,0,0,0
73581,1,0,0,0,0,0,1,1,0,0,0
73594,1,0,0,0,0,0,1,1,0,0,0
73609,1,0,0,0,0,0,0,1,0,1,0
73629,0,0,0,0,0,1,1,0,0,0,0
73647,0,0,0,0,0,1,0,1,0,1,0
73649,0,0,0,0,0,1,0,0,0,1,0
73650,0,0,0,0,0,1,0,1,0,1,0
73651,0,0,0,0,0,1,0,0,0,1,0
73652,0,0,0,0,0,1,0,0,0,1,0
73653,0,0,0,0,0,1,0,0,0,1,0
73686,1,0,0,0,0,1,1,0,0,0,0
73687,1,0,0,0,0,1,1,0,0,0,0
73688,1,0,0,0,0,1,1,0,0,0,0
73689,1,0,0,0,0,0,1,0,0,0,0
73812,0,0,0,0,0,1,1,0,0,0,0
73842,0,0,0,0,0,0,1,0,0,0,0
73843,0,0,0,0,0,1,1,1,0,0,0
73844,0,0,0,0,0,1,1,1,0,0,0
73850,1,0,0,0,0,0,0,1,0,1,0
73960,1,0,0,0,0,1,0,1,0,1,0
74004,1,0,0,0,0,0,1,0,0,0,0
74005,1,0,0,0,0,0,1,0,0,0,0
74006,1,0,0,0,0,0,1,0,0,0,0
74026,1,0,0,0,0,1,1,1,0,0,0
74037,1,0,0,0,0,1,1,1,0,0,0
74076,0,0,0,0,0,1,1,0,0,0,0
74077,0,0,0,0,0,0,1,0,0,0,0
74078,0,0,0,0,0,1,1,0,0,0,0
74079,0,0,0,0,0,1,1,0,0,0,0
74093,0,0,0,0,0,1,0,1,0,1,0
74268,0,0,0,0,0,1,0,1,0,1,0
74269,0,0,0,0,0,1,0,1,0,1,0
74270,0,0,0,0,0,1,0,1,0,1,0
74272,0,0,0,0,0,1,0,1,0,1,0
74273,0,0,0,0,0,1,0,1,0,1,0
74274,0,0,0,0,0,1,0,1,0,1,0
74275,0,0,0,0,0,1,0,1,0,1,0
74276,0,0,0,0,0,1,0,1,0,1,0
74277,0,0,0,0,0,1,0,1,0,1,0
74313,0,0,0,0,0,0,1,0,0,0,0
74314,0,0,0,0,0,0,1,0,0,0,0
74316,0,0,0,0,0,0,1,0,0,0,0
74318,0,0,0,0,0,0,1,0,0,0,0
74363,0,0,0,0,0,0,1,0,0,0,0
74367,0,1,0,0,0,1,0,0,0,0,0
74368,0,1,0,0,0,1,0,0,0,0,0
74369,0,1,0,0,0,1,0,0,0,0,0
74411,0,0,0,0,0,0,1,0,0,0,0
74412,0,0,0,0,0,0,1,0,0,0,0
74413,0,0,0,0,0,1,1,0,0,0,0
74414,0,0,0,0,0,1,1,0,0,0,0
74429,0,0,0,1,0,0,0,1,0,0,0
74499,1,0,0,0,0,0,1,0,0,0,0
74573,1,0,0,0,0,0,1,0,0,0,0
74574,1,0,0,0,0,0,1,0,0,0,0
74581,0,0,0,0,0,1,1,0,0,0,0
74583,0,0,0,0,0,1,1,0,0,0,0
74584,0,0,0,0,0,1,1,0,0,0,0
74585,0,0,0,0,0,0,1,0,0,0,0
74730,1,0,0,0,0,0,0,1,0,1,0
74791,0,0,0,0,0,1,0,1,0,1,0
74818,0,0,0,0,0,0,1,0,0,0,0
74819,0,0,0,0,0,0,1,0,0,0,0
74820,0,0,0,0,0,0,1,0,0,0,0
74821,0,0,0,0,0,1,1,0,0,0,0
74841,1,0,0,0,0,1,0,0,0,1,0
74844,1,0,0,0,0,0,1,0,0,0,0
74845,1,0,0,0,0,0,1,0,0,0,0
74928,0,0,0,1,0,0,0,1,0,0,0
74929,0,0,0,1,0,0,0,1,0,0,0
74930,1,0,0,0,0,1,0,1,0,1,0
74931,1,0,0,0,0,1,0,0,0,1,0
75087,0,0,0,0,0,1,0,1,0,1,0
75088,0,0,0,0,0,1,0,0,0,1,0
75089,0,0,0,0,0,1,0,0,0,1,0
75360,1,0,0,0,0,1,1,0,0,0,0
75371,1,0,0,0,0,1,1,0,0,0,0
75382,1,0,0,0,0,1,1,0,0,0,0
75425,0,0,0,0,0,1,0,1,0,1,0
75427,0,0,0,0,0,1,0,1,0,1,0
75428,0,0,0,0,0,1,0,1,0,1,0
75429,0,0,0,0,0,1,0,1,0,1,0
75430,0,0,0,0,0,1,0,1,0,1,0
75445,0,0,0,0,0,0,1,1,0,0,0
75451,1,0,0,0,0,0,1,0,0,0,0
75452,1,0,0,0,0,0,1,1,0,0,0
75456,1,0,0,0,0,0,0,0,0,1,0
75457,1,0,0,0,0,0,0,0,0,1,0
75469,0,0,1,0,0,0,0,0,0,0,0
75470,0,0,1,0,0,0,0,0,0,0,0
75472,0,0,1,0,0,0,0,0,0,0,0
75478,0,0,1,0,0,0,0,0,0,0,0
75479,0,0,1,0,0,0,0,0,0,0,0
75484,0,0,1,0,0,0,0,0,0,0,0
75485,0,0,1,0,0,0,0,0,0,0,0
75503,0,0,1,0,0,0,0,0,0,0,0
75505,0,0,1,0,0,0,0,0,0,0,0
75506,0,0,1,0,0,0,0,0,0,0,0
75563,0,0,1,0,0,0,0,0,0,0,0
75564,0,0,1,0,0,0,0,0,0,0,0
75565,0,0,1,0,0,0,0,0,0,0,0
75567,0,0,1,0,0,0,0,0,0,0,0
75570,0,0,0,0,0,1,1,0,0,0,0
75597,0,0,1,0,0,0,0,0,0,0,0
75598,0,0,1,0,0,0,0,0,0,0,0
75599,0,0,1,0,0,0,0,0,0,0,0
75632,0,0,0,0,0,1,1,0,0,0,0
75667,0,0,0,0,0,1,0,0,0,1,0
75672,0,0,0,0,0,1,0,0,0,1,0
75745,0,0,0,1,0,0,0,1,0,0,0
75746,0,0,0,1,0,0,0,1,0,0,0
75757,0,0,0,1,0,0,0,0,0,0,0
75758,0,0,0,1,0,0,0,0,0,0,0
75789,1,0,0,0,0,0,1,0,0,0,0
75790,1,0,0,0,0,0,1,0,0,0,0
75808,1,0,0,0,0,0,0,1,0,1,0
75809,1,0,0,0,0,0,0,1,0,1,0
76082,0,0,0,0,0,0,1,0,0,0,0
76083,0,0,0,0,0,0,1,1,0,0,0
76084,0,0,0,0,0,0,1,1,0,0,0
76113,0,1,0,0,0,1,0,1,0,0,0
76137,1,0,0,0,0,1,1,0,0,0,0
76148,1,0,0,0,0,1,1,0,0,0,0
76151,0,0,0,1,0,0,0,1,0,0,0
76159,1,0,0,0,0,1,1,0,0,0,0
76162,0,0,0,1,0,0,0,0,0,0,0
76163,0,0,0,1,0,0,0,0,0,0,0
76170,0,0,0,0,0,0,1,0,0,0,0
76203,0,0,0,0,0,1,1,0,0,0,0
76256,0,1,0,0,0,1,0,1,0,0,0
76435,1,0,0,0,0,0,1,0,0,0,0
76499,0,0,0,0,0,1,0,0,0,1,0
76500,0,0,0,0,0,1,0,0,0,1,0
76510,0,0,0,0,0,1,0,0,0,1,0
76511,0,0,0,0,0,1,0,0,0,1,0
76512,0,0,0,0,0,1,0,0,0,1,0
76519,1,0,0,0,0,1,0,1,0,1,0
76520,1,0,0,0,0,0,0,1,0,1,0
76813,0,0,0,1,0,0,0,1,0,0,0
76814,0,0,0,1,0,0,0,1,0,0,0
76829,0,0,0,1,0,0,0,0,0,0,0
76830,0,0,0,1,0,0,0,0,0,0,0
76831,0,0,0,1,0,0,0,0,0,0,0
76835,1,0,0,0,0,0,0,0,0,1,0
76836,1,0,0,0,0,1,0,0,0,1,0
76838,1,0,0,0,0,1,0,0,0,1,0
76841,1,0,0,0,0,1,0,1,0,1,0
76842,1,0,0,0,0,1,0,1,0,1,0
76843,1,0,0,0,0,1,0,1,0,1,0
76844,1,0,0,0,0,1,0,1,0,1,0
76845,1,0,0,0,0,1,0,1,0,1,0
76846,1,0,0,0,0,1,0,1,0,1,0
76847,1,0,0,0,0,1,0,1,0,1,0
76852,1,0,0,0,0,1,0,1,0,1,0
76897,0,0,1,0,0,0,0,0,0,0,0
76898,0,0,1,0,0,0,0,0,0,0,0
76902,0,0,1,0,0,0,0,0,0,0,0
76905,0,0,1,0,0,0,0,0,0,0,0
76906,0,0,1,0,0,0,0,0,0,0,0
76907,0,0,1,0,0,0,0,0,0,0,0
76914,0,0,0,0,0,1,1,0,0,0,0
76916,0,0,0,0,0,0,1,0,0,0,0
76917,0,0,0,0,0,1,1,0,0,0,0
76933,0,0,1,0,0,0,0,0,0,0,0
76942,0,1,0,0,0,1,0,1,0,0,0
76967,0,0,0,0,0,1,0,1,0,1,0
76968,1,0,0,0,0,0,0,0,0,1,0
76969,1,0,0,0,0,0,0,0,0,1,0
76971,0,0,0,0,0,1,0,0,0,1,0
76972,0,0,0,0,0,1,0,1,0,1,0
76973,0,0,0,0,0,1,0,1,0,1,0
76974,0,0,0,0,0,1,0,0,0,1,0
76979,1,0,0,0,0,1,0,0,0,1,0
76980,1,0,0,0,0,1,0,0,0,1,0
76982,1,0,0,0,0,1,0,1,0,1,0
76983,1,0,0,0,0,1,0,1,0,1,0
76984,1,0,0,0,0,1,0,1,0,1,0
76985,1,0,0,0,0,1,0,1,0,1,0
76986,1,0,0,0,0,0,0,1,0,1,0
76995,1,0,0,0,0,1,0,1,0,1,0
76999,1,0,0,0,0,0,0,0,0,1,0
77000,1,0,0,0,0,0,0,0,0,1,0
77001,1,0,0,0,0,0,0,0,0,1,0
77002,1,0,0,0,0,0,0,0,0,1,0
77004,1,0,0,0,0,0,0,0,0,1,0
77124,0,0,0,0,0,1,1,0,0,0,0
77127,0,0,0,0,0,0,1,0,0,0,0
77128,0,0,0,0,0,1,1,0,0,0,0
77129,0,0,0,0,0,0,1,0,0,0,0
77375,0,0,0,0,0,1,1,0,0,0,0
77376,0,0,0,0,0,0,1,0,0,0,0
77550,0,0,0,1,0,0,0,0,0,0,0
77551,0,0,0,0,1,0,0,0,0,0,0
77552,0,0,0,0,1,0,0,0,0,0,0
77558,1,0,0,0,0,1,1,0,0,0,0
77606,1,0,0,0,0,0,0,0,0,1,0
77607,1,0,0,0,0,1,0,0,0,1,0
77608,1,0,0,0,0,1,0,0,0,1,0
77613,1,0,0,0,0,0,0,1,0,1,0
